"","Q","text","tokens","uncivil_dictionary","n_raters","n_uncivil","uncivil_perceptions","uncivil_coded"
"248","Q321","聖經是“教育”而不是“歷史”，學習要點是“誰清白誰先扔石頭”。:","聖經 是 教育 而不是 歷史 學習 要點 是 誰 清白 誰 先 扔 石頭",0,17,2,0.117647058823529,0
"249","Q322","鄉土毛賊,奶共畜又在偷換概念,顛倒是非黑白.今時今日,曱甴黑警去到全港十八區,有邊處唔係比街坊屌爆收皮.","鄉土 毛賊 奶共 畜 又 在 偷換 概念 顛倒 是非黑白 今時今日 曱甴 黑警 去到 全港 十 八 區 有 邊處 唔係 比 街坊 屌 爆 收皮",1,18,11,0.611111111111111,1
"250","Q323","如果keep住咁多人去投票 去到10點半都未投完 要諗方法俾夜晚排個班去投埋先夜晚個班都係唔小係放工人士 放得工仲去既都小左係廢老同蛇齋餅糭既機會 要俾佢地投埋先好完","如果 咁 多人 去 投票 去到 點 半 都未 投完 要 諗 方法 俾 夜晚 排 個班 去 投 埋 先 夜晚 個班 都係 唔 小 係 放工 人士 放得 工 仲 去 既 都 小 左係 廢 老同 蛇 齋 餅 糭 既 機會 要俾 佢地 投 埋 先好 完",1,17,4,0.235294117647059,1
"251","Q324","安倍唔係唔知大把人妻拍AV下嘛？呢排佢開會唔返屋企食飯打比佢老婆，佢老婆電話梗係無人接…咁都扮唔知？","安倍 唔係 唔知 大把 人妻 拍 下 嘛 呢排 佢 開會 唔 返屋企 食飯 打比佢 老婆 佢 老婆 電話 梗係 無人 接 咁都 扮 唔知",0,18,12,0.666666666666667,0
"252","Q325","我係講緊個位師兄的假設, 如果佢地兩仔爺夾埋比假口供, 咁個老豆贏左, 佢個仔咪可能要上身咯, 咁咪無用咯,如果個老豆輸咪一樣無用啦,","我 係 講緊 個位 師兄 的 假設 如果 佢地 兩仔爺 夾埋 比 假口供 咁 個 老豆 贏左 佢 個仔 咪 可能 要 上身 咯 咁咪 無用 咯 如 果個 老豆 輸 咪 一樣 無用 啦",0,17,5,0.294117647058824,0
"253","Q326","除左死左既人,否則咩義士都好,俾人捉左一定為求自保爆其他人出黎,呢個就係人性","除左 死左 既 人 否則 咩 義士 都好 俾人 捉左 一定 為求 自保 爆 其他人 出黎 呢個 就係 人性",0,16,8,0.5,0
"254","Q327","除左link仲可以唔好晒左連登有得highlight然後google搜尋fc嘅功能","除左 仲 可以 唔 好晒 左 連登 有得 然後 搜尋 嘅 功能",0,15,3,0.2,0
"255","Q328","葉國謙葉劉淑儀，你太年輕了。你以為這場反送中運動上真的有隱形、非常精密嘅大佬嗎？其實都是我一個人幹的，不然我再換個ID發同樣的話給你看。","葉國謙 葉劉淑儀 你 太年輕 了 你 以為 這場 反 送 中 運動 上 真的 有 隱形 非常 精密 嘅 大佬 嗎 其實 都是 我 一 個人 幹 的 不然 我 再 換個 發 同樣 的話 給你 看",0,16,5,0.3125,0
"256","Q329","【街坊目擊】‼️克警護送施襲者離開‼️片段中00:52 可見施襲者由克警護送離開，並無如對被襲者般困於封鎖線並帶返警署。","街坊 目擊 <U+FE0F> 克 警 護送 施襲者 離開 <U+FE0F> 片段 中 可見 施襲者 由 克 警 護送 離開 並無 如 對 被襲 者 般 困於 封鎖線 並 帶返 警署",1,17,3,0.176470588235294,1
"257","Q33","唔係話唔畀得但死線set 12月會唔會太耐到時啲手足畀人拉曬喇","唔係話 唔畀 得 但 死線 月 會 唔會 太耐 到時 啲 手足 畀人 拉 曬喇",0,13,3,0.230769230769231,0
"258","Q330","嗯嗯 無錯 亞視係電視台既毒瘤 嚴格黎講都唔算係電視台 只係一部宣傳機","嗯嗯 無錯 亞視 係 電視台 既 毒瘤 嚴格 黎講 都 唔 算係 電視台 只係 一 部 宣傳 機",0,16,4,0.25,0
"259","Q331","香港人死性不改，搞革命同獨立都要即食。大佬同條女卜野，都要經歷個拖吓手仔，鍚吓面仔，再打車輪之再上床，再有前戲，吊而家一野就要卜野！！","香港人 死性不改 搞 革命 同 獨立 都要 即食 大佬 同 條女 卜野 都要 經歷 個 拖 吓 手仔 鍚 吓 面 仔 再 打車輪 之 再 上床 再有 前戲 吊 而家 一野 就要 卜野",0,18,11,0.611111111111111,1
"260","Q332","林鄭毒娥垃圾政苦私相受受，明益工聯會。麥美娟條八婆仲要話口罩送俾團體唔收錢咁撚多嘢講，冚家鏟。","林鄭 毒 娥 垃圾 政 苦 私 相 受 受 明 益 工聯會 麥美娟 條 八婆 仲 要話 口罩 送 俾 團體 唔收錢 咁撚多 嘢 講 冚家鏟",1,18,10,0.555555555555556,1
"261","Q333","應該要看精神科醫生就岩, 你怕比人拉, 做乜要過大陸入境關卡, 正如你過深圳灣口岸犯法就有權拉鳩你","應該 要看 精神科 醫生 就 岩 你 怕 比人 拉 做乜 要 過大陸 入境 關卡 正如 你 過 深圳灣 口岸 犯法 就 有權 拉 鳩 你",1,15,8,0.533333333333333,1
"262","Q334","食君之祿，忠君之事；老一輩努力工作，認真生活，女人最鍾意:lol廢青唔明白點解女神鍾意中佬，以為女神愛財；不知中佬唔止有錢，更有好多值得喜歡既特質","食 君之 祿 忠 君之 事 老一輩 努力 工作 認真 生活 女人 最鍾意 廢青 唔明白 點解 女神 鍾 意中 佬 以為 女神 愛財 不知 中 佬 唔止 有錢 更有 好多 值得 喜歡 既 特質",1,16,4,0.25,1
"263","Q335","政府寬免商戶水電排污費竟然包埋支持暴亂既曱甴店又係自己捉蟲入屎忽d官真係幫唔落:","政府 寬免 商戶 水電 排污費 竟然 包埋 支持 暴亂 既 曱甴 店 又係 自己 捉蟲 入 屎忽 官 真係 幫唔落",1,16,9,0.5625,1
"264","Q336","由612到今日，有邊一次我地面對嘅唔係一班全副武裝、喪心病狂對我地用致命武力嘅黑警。今次淨係對住班著白色衫嘅老黑、牛屎佬我地要驚？","由 到 今日 有 邊 一次 我地 面對 嘅 唔係 一班 全副武裝 喪 心病 狂 對 我地 用 致命 武力 嘅 黑警 今次 淨係 對住 班 著 白色衫 嘅 老 黑 牛屎佬 我地 要 驚",1,16,7,0.4375,1
"265","Q337","添馬公園下午一點至五點止暴制亂，救香港，救下一代，香港人，需要你","添 馬 公園 下午 一點 至 五 點止 暴 制 亂 救 香港 救 下一代 香港人 需要 你",0,13,2,0.153846153846154,0
"266","Q338","又屌呢啲人，日日就係私怨。敵人就唔撚理，自己人俾人強姦都係屌自己人先。","又 屌 呢啲人 日日 就係 私怨 敵人 就 唔撚 理 自己人 俾人 強姦 都係 屌 自己人 先",1,16,6,0.375,1
"267","Q339","黃絲廢青廢人無腦無思，那麼樓主??????，不用講得太白啦，講得太白，叫樓主情何以堪????","黃絲 廢青 廢人 無腦 無 思 那麼 樓主 不用 講得 太 白 啦 講得 太 白 叫 樓主 情何以堪",1,18,11,0.611111111111111,1
"268","Q34","廢青點諗唔知，起碼在社會工作左幾年以上的，有些少閱歷的，大都認同CY的工作．","廢青 點諗 唔知 起碼 在 社會 工作 左 幾年 以上 的 有 些少 閱歷 的 大都 認同 的 工作",1,18,6,0.333333333333333,1
"269","Q340","而家死曱甴用手足策略：根本就算直接火魔都唔會割你睇七十歲阿伯死左全世界都覺得唔抵可憐","而家 死 曱甴 用 手足 策略 根本 就算 直 接火 魔 都 唔會 割 你 睇 七 十 歲 阿伯 死左 全世界 都 覺得 唔抵 可憐",1,15,11,0.733333333333333,1
"270","Q341","其實我地要既唔係回應(Respond)我地係要政府執行五大訴求","其實 我地 要 既 唔係 回應 我地 係要 政府 執行 五大訴求",0,15,4,0.266666666666667,0
"271","Q342","如果話phone in係講明係話劇節目就算但包裝為時事評論，而只是得一方立場，呢個電台節目和及後呢個電臺，不應被發電台牌照壽終正寢！","如果 話 係 講明 係 話劇 節目 就算 但 包裝 為 時事 評論 而 只是 得 一方 立場 呢個 電台節目 和 及後 呢個 電 臺 不應 被 發 電台 牌照 壽終正寢",0,16,5,0.3125,0
"272","Q343",":lol蔡英文不如叫佢地放棄中華人民共和國居民身份啦～王丹呢個屎忽鬼有冇放棄？？？","蔡英文 不如 叫 佢地 放棄 中華人民共和國 居民 身份 啦 王丹 呢個 屎忽鬼 有冇 放棄",1,16,8,0.5,1
"273","Q344","大快人心.佢本人仲以為佢做既所作所為全世界都認同佢.點知又一次柒出國際:","大快人心 佢 本人 仲 以為 佢做 既 所作所為 全世界 都 認 同佢 點知 又 一次 柒出國際",1,17,5,0.294117647058824,1
"274","Q345","開會D人心諗:林鄭個仆街搞到一堆屎出黎要我地日日執 , DLLM","開會 人 心諗 林鄭 個 仆街 搞到 一堆 屎 出黎 要 我地 日日 執",1,16,8,0.5,1
"275","Q346","我就換唔到喇,聽講話一早俾人換哂仲要係全線換罄,有冇咁快???: 你地又換唔換到呀???","我 就 換 唔 到喇 聽講話 一早 俾人 換哂 仲要 係 全線 換 罄 有 冇咁快 你地 又 換 唔換 到 呀",0,16,2,0.125,0
"276","Q347","大家諗下點解，國際學校、私家醫院，半山馬己仙峽道，連垃圾流膿貼紙都冇有＄人唔buy，已警告幕後漢奸","大家 諗下 點解 國際 學校 私家醫院 半山 馬己仙峽道 連 垃圾 流膿 貼紙 都 冇有 人 唔buy 已 警告 幕後 漢奸",0,16,8,0.5,0
"277","Q348","三、這將台灣安放在中國的司法觀念之內，在法理上妨礙台灣獨立。雖然只是香港一廂情願通過，但也會妨礙國際法理，而且方便一國兩制將來在台灣實現。","三 這 將 台灣 安 放在 中國 的 司法 觀念 之內 在 法理 上 妨礙 台灣獨立 雖然 只是 香港 一廂情願 通過 但 也會 妨礙 國際 法理 而且 方便 一國兩制 將來 在 台灣 實現",0,16,1,0.0625,0
"278","Q349","單單第5點就KO好多偽民主人士.如果民主係好, 但點解只得少數.","單單 第 點 就 好多 偽 民主人士 如果 民主 係 好 但 點解 只得 少數",0,14,0,0,0
"279","Q35","既然本人並不嚮往用信用卡，看來也可主動註銷了。#林鄭月娥 #CarrieLam哭撚咗","既然 本人 並不 嚮往 用信用卡 看來 也 可 主動 註銷 了 林鄭月娥 哭 撚 咗",1,19,5,0.263157894736842,1
"280","Q350","香港一日有港獨法官/律師/教師/記者/政黨/議員/地產霸權/毒果/妖TV等等…… 香港50年不變港人治港權利只會越來越被中央收回，禍害真港人福祉和自由生活。","香港 一日 有 港獨 法官 律師 教師 記者 政黨 議員 地產霸權 毒果 妖 等等 香港 港人治港 權利 只會 越來越 被中央 收回 禍害 真 港人 福祉 和 自由 生活",0,17,7,0.411764705882353,0
"281","Q351","賭賭賭，日日到黑都掛住賭，又話曱甴攪到冇飯開，到而家嗰日有人出頭反班曱甴，你又係度掛住賭。。","賭 賭 賭 日 <U+F4CF> 日 到 黑 都 掛住 賭 又話 曱甴 攪到 冇 飯 開 到 而家 嗰日 有人 出頭 反 班 曱甴 你 又 係度 掛住 賭",1,18,9,0.5,1
"282","Q352","當年英國佬令到香港人民生活安定，民生安穩，自然無反坑既心，宜家政府政策傾斜大陸人，搞亂香港，人民生活艱難同埋英國佬鎮壓最嚴重就係六七暴動，工聯會左狗殺人放火，人見人憎，全港市民都支持鎮壓","當年 英國佬 令到 香港 人民 生活 安定 民生 安穩 自然 無 反 坑 既 心 宜家 政府 政策 傾斜 大陸人 搞亂 香港 人民 生活 艱難 同埋 英國佬 鎮壓 最嚴重 就係 六七暴動 工聯會 左 狗 殺人放火 人見人憎 全港 市民 都 支持 鎮壓",1,16,7,0.4375,1
"283","Q353","每年更新指引再掠水..冇錢既就逼你離境...二百幻人,每年收兩萬,大陰蒂國每年多400億收入...:lol:lol:","每年 更新 指引 再 掠水 冇錢 既 就 逼 你 離境 二百 幻 人 每年 收 兩 萬 大陰蒂國 每年 多 億 收入",0,17,8,0.470588235294118,1
"284","Q354","agree.k弟講過因為大部份發達國家系行緊西方嘅民主制，所以中國應該都實行民主制。可惜k弟唔記得咗大部份落後國家都系實行民主制嘅事實。樓主嘅邏輯同k弟講嘅一樣咁膠。","弟 講過 因為 大部份 發達 國家 系 行緊 西方 嘅 民主制 所以 中國 應該 都 實行 民主制 可惜 弟 唔記得咗 大部份 落後 國家 都系 實行 民主制 嘅 事實 樓主 嘅 邏輯 同 弟 講嘅 一樣 咁膠",0,15,2,0.133333333333333,1
"285","Q355","借位推post [膊頭有花入]大家應該調轉分析下，林鄭撤回將會係我地connect對家既最好時機-","借 位 推 膊頭 有 花 入 大家 應該 調轉 分析下 林鄭 撤回 將會 係 我地 對家 既 最 好時機 分享 自 討論區",0,17,4,0.235294117647059,0
"286","Q356","同意，曱甴破壞地鐵，交通設施，商鋪，打市民，警察都唔拉哂佢地，好明顯警隊內部有黑警勾結暴徒，真係要依法捉哂班無間道出黎:","同意 曱甴 破壞 地鐵 交通 設施 商鋪 打 市民 警察 都 唔拉 哂 佢地 好明顯 警隊 內部 有 黑警 勾結 暴徒 真 係要 依法 捉 哂 班 無間道 出黎",1,17,10,0.588235294117647,1
"287","Q357","支共諗住拉埋新加坡入佢地極權陣營睇下佢地係咪仲想食兩家茶禮踩香港多一腳如果香港捱得過今次呢關 坡狗又站錯隊到西方要賞善罰惡 清算埋坡狗就好笑","支共 諗住 拉埋 新加坡 入 佢地 極權 陣營 睇下 佢地 係咪 仲想 食 兩家 茶禮 踩 香港 多 一腳 如果 香港 捱得過 今次 呢 關 坡狗 又 站 錯 隊到 西方 要 賞善罰惡 清算 埋 坡狗 就 好笑",1,16,11,0.6875,1
"288","Q358","宜家嘜柒嘢新聞　事無大小都要圍住『國安法　黑暴　黃C　藍C　黑警　狗官』","宜家 嘜 柒 嘢 新聞  事無大小 都要 圍住 國安法  黑暴  黃c  藍  黑警  狗官",1,17,4,0.235294117647059,1
"289","Q359","點解黃C冇人去同意我？黑警又衰，港共政權又衰，又水深火熱。咁，最理想係解散政府並及 遣散曬所有公務員。","點解 黃c 冇人 去 同意 我 黑警 又 衰 港共 政權 又 衰 又 水深火熱 咁 最理想 係 解散 政府 並及 遣散 曬 所有 公務員",1,15,7,0.466666666666667,1
"290","Q36","所以共奴唔准用能源，上山斬柴自食其力自生自滅。講少句唔好再搞串個局己經好幫忙。同美帝鬥？中共如果咁強大就唔會咁多高官移民美國啦。","所以 共奴 唔准 用 能源 上山 斬柴 自食其力 自生自滅 講少句 唔好 再 搞串 個 局 己經 好 幫忙 同 美帝 鬥 中共 如果 咁 強大 就 唔會 咁多 高官 移民 美國 啦",1,12,3,0.25,1
"291","Q360","露晒餡啦就憑佢報警 仲話香港係法治社會就知佢人定鬼啦 仲討論咁多做麥柒","露 晒 餡 啦 就憑佢 報警 仲話 香港 係 法治 社會 就知 佢 人 定 鬼 啦 仲 討論 咁 多做 麥 柒",1,17,11,0.647058823529412,1
"292","Q361","都做了一年戲，明眼人都看穿你們自導自演的把戲！每次上電視丶電台受訪的臨時演員丶目的就是要毀滅我們的工作，想餓死市民，總之犯民這些人收到的任務就是要破壞香港！","都 做了 一年 戲 明眼人 都 看穿 你們 自導自演 的 把戲 每次 上電視 丶 電台 受訪 的 臨時 演員 丶 目的 就 是要 毀滅 我們 的 工作 想 餓死 市民 總之 犯民 這些人 收到 的 任務 就 是要 破壞 香港",1,18,8,0.444444444444444,1
"293","Q362","只要將條友交俾D狗唔俾佢再打人既然佢點處理我地理唔到就唔好撚理繼續行or散","只 要將 條友 交俾 狗 唔俾佢 再 打人 既然 佢 點處理 我 地理 唔到 就 唔 好撚 理 繼續 行 散",1,17,9,0.529411764705882,1
"294","Q363","屌你得台灣先有國民黨？知唔知大陸都有國民黨地下黨派以前嘅殘餘實力，嗰陣隨時準備反共復國","屌你 得 台灣 先有 國民黨 知唔知 大陸 都有 國民黨 地下 黨派 以前 嘅 殘餘 實力 嗰陣 隨時 準備 反共復國",1,17,12,0.705882352941177,1
"295","Q364","哈～哈～為數不多登陸部隊，你知唔知強國有幾多軍人…還有潛艇一開炮，佢唔洗旨意走得甩，反潛艦，反潛機…等肯定炸到佢開花","哈 哈 為數不多 登陸 部隊 你 知唔知 強 國有 幾多 軍人 還有 潛艇 一 開炮 佢 唔洗 旨意 走得 甩 反 潛艦 反潛 機 等 肯定 炸 到 佢 開花",0,15,6,0.4,0
"296","Q365","呆蛙話有聞煮，但點解個腫桶可以咁毒材？民不聊生、生不如死，日日陳抗，慘！","呆 蛙 話 有 聞 煮 但 點解 個 腫桶 可以 咁毒 材 民不聊生 生不如死 日日 陳 抗 慘",1,16,5,0.3125,1
"297","Q366","我就係覺得睇完好似怪怪哋好似唔係好關我事所以就諗住會唔會係我理解錯","我 就係 覺得 睇完 好似 怪怪 哋 好似 唔係 好 關 我 事 所以 就 諗住 會 唔會 係 我 理解 錯",0,14,3,0.214285714285714,0
"298","Q367","鬼佬就係自大，覺得中國一定要同佢做生意，有尾國總統射住邊個唔比面，可惜跟著個傻佬:","鬼佬 就係 自大 覺得 中國 一定 要 同佢 做生意 有 尾國 總統 射 住 邊個 唔 比面 可惜 跟著 個 傻佬",0,17,8,0.470588235294118,1
"299","Q368","【新增內容：中國駐英大使館聲明、中央電視台聲明】一名戴記者證女子，在伯明翰、由英國保守黨舉行的香港座談會...","新增 內容 中國 駐 英 大使館 聲明 中央電視台 聲明 一名 戴 記者證 女子 在 伯明翰 由 英國 保守黨 舉行 的 香港 座談會",0,15,5,0.333333333333333,0
"300","Q369","Marvel帶來好多期待及驚喜，好影響對美國漫畫發展Rest in peace","帶來 好多 期待 及 驚喜 好影響 對 美國 漫畫 發展",0,16,3,0.1875,0
"301","Q37","如果係「中國式任務法官」會有咁多罪名不成立？- 分享自 LIHKG 討論區速報 赴湯蹈火 暴動所有不成立- 分享自 LIHKG 討論區#1001黃大仙 #暴動 罪名不成立- 分享自 LIHKG 討論區","如果 係 中國式 任務 法官 會有 咁多 罪名 不成立 分享 自 討論區 速 報 赴湯蹈火 暴動 所有 不成立 分享 自 討論區 黃大仙 暴動 罪名 不成立 分享 自 討論區",0,22,9,0.409090909090909,0
"302","Q370","比我打到扒街,仲塞左條蕉入佢屎忽,我教訓緊佢,下一個就係vicky","比我 打到 扒街 仲 塞左 條 蕉 入 佢 屎忽 我 教 訓緊 佢 下一個 就係",1,15,11,0.733333333333333,1
"303","Q371","屌你以為你被人塔咗下次小心啲喇我第一次跳跳到chok親巨龍添啦仆街好小事啫","屌你 以為 你 被 人 塔 咗 下次 小心啲 喇 我 第一次 跳 跳 到 親 巨龍 添 啦 仆街 好小事 啫",1,16,11,0.6875,1
"304","Q372","點止700萬+1，7000萬+1都得啦，反正講下就有人信。200萬人上街，其實同美國佬登月一樣，客觀技術係支持唔到，只係睇你想定唔想去信","點止 萬 萬 都 得啦 反正 講下 就 有人 信 萬 人 上街 其實 同 美國佬 登月 一樣 客觀 技術 係 支持 唔到 只係 睇你 想 定 唔想 去信",0,17,6,0.352941176470588,0
"305","Q373","東方人傳統一向有自食其力積谷防飢態度, 不過漸漸受西方思想洗腦啫","東方 人 傳統 一向 有 自食其力 積 谷 防 飢 態度 不過 漸漸 受 西方 思想 洗腦 啫",0,17,1,0.0588235294117647,0
"306","Q374","咪講左要政府實驗室check功率囉 一路係佢自己唔撚出院訓夠48個鐘咋喎","咪講左 要 政府 實驗室 功率 囉 一路 係 佢 自己 唔撚 出院 訓 夠 個 鐘 咋 喎",1,18,8,0.444444444444444,1
"307","Q375","要先有個黑衫男又係度左膠，口罩又唔戴黑衫女冇戴口罩又道歉，on撚9全部左膠撚唔戴口罩都驚，唔知係咪鬼黎","要 先 有個 黑衫 男 又 係度 左膠 口罩 又 唔戴 黑衫 女 冇 戴口罩 又 道歉 全部 左 膠撚 唔 戴口罩 都 驚 唔知 係咪 鬼 黎",1,16,10,0.625,1
"308","Q376","好撚大關系，兩個個體系根本唔同，香港果隻係憲法上面再加個宇宙安全法，而澳門係基於 23 條另外立一條法例，層級都唔同啦","好撚大 關系 兩 個個 體系 根本 唔同 香港 果隻 係 憲法 上面 再 加個 宇宙 安全法 而 澳門 係 基於 條 另外 立 一條 法例 層級 都 唔同 啦",1,17,5,0.294117647058824,1
"309","Q377","其實連登都有共識唔圍狗屋真係好無謂甚至邊度都唔圍得, 一有記者到即係黑警好快清場811 之後只能夠快閃hit and run","其實 連登 都有 共識 唔 圍 狗屋 真係 好無謂 甚至 邊度 都 唔 圍 得 一有 記者 到 即係 黑警 好快 清場 之後 只 能夠 快閃",1,18,8,0.444444444444444,1
"310","Q378","有個道德問題問大家, 假如証實機械人殺錯了人類, 誰需要負責, 莫非推件機械人去坐監? 如果大家唔想下這個問題, 將來俾尾角的機械人謀殺, 到時才知驚就不好了。","有個 道德 問題 問 大家 假如 証實 機械人 殺 錯了 人類 誰 需要 負責 莫非 推 件 機械人 去 坐監 如果 大家 唔想下 這個 問題 將來 俾 尾角 的 機械人 謀殺 到時 才 知驚 就 不 好了",0,17,4,0.235294117647059,0
"311","Q379","點解無得怨????泛淫有尊重過......其他意見既屎文咩 ??????","點解 無得怨 泛淫 有 尊 重過 其他 意見 既 屎 文 咩",0,15,10,0.666666666666667,1
"312","Q38","我已經決定由昨日開始，暫停無必要消費，努力儲錢移民，你話我不是社會持份者，我真係fucking care，一個人力量有限，但如果有五十萬，一百萬人停止無必要既消費呢？！","我 已經 決定 由 昨日 開始 暫停 無必要 消費 努力 儲錢 移民 你 話我 不是 社會 持份者 我 真係 一 個人 力量 有限 但 如果 有 五 十萬 一 百萬人 停止 無必要 既 消費 呢",1,16,4,0.25,1
"313","Q380","支持解放軍幫手一齊拉暴徒，點都要一次開頭的，長痛不如短痛，暴徒有樣睇的，其他遊行市民請放心。??","支持 解放軍 幫手 一齊 拉 暴徒 點 都要 一次 開頭 的 長痛不如短痛 暴徒 有樣 睇的 其他 遊行 市民 請 放心",1,16,9,0.5625,1
"314","Q381","犯民班垃圾口頭反對港獨，但其所作所為全部支持港獨。為收黑金去破壞香港。大家合力去否決犯民劣行！","犯民 班 垃圾 口頭 反對 港獨 但 其 所作所為 全部 支持 港獨 為 收黑金 去 破壞 香港 大家 合力 去 否決 犯民 劣行",1,18,12,0.666666666666667,1
"315","Q382","河童賣囗罩？？？？？送都5要啦咁勁的話應該送哂去“老人院“或派俾“長者“又想揾機會cup水？？？？？","河童 賣 囗 罩 送 都 <U+F4CF> 要 啦 咁勁 的話 應該 送哂 去 老人院 或 派 俾 長者 又 想 揾 機會 水",1,17,7,0.411764705882353,1
"316","Q383","唔袋住先嘅好處, 依家仲可以剩機拎返議會主導權. 當然泛民班仆街先最難搞","唔 袋住先 嘅 好處 依家 仲 可以 剩 機 拎返 議會 主導權 當然 泛民 班仆街 先 最 難搞",1,17,8,0.470588235294118,1
"317","Q384","中共 :  唔好理貪污醜聞啦  睇吓8卦新聞啦三毛 :  唔好理行動post啦  睇吓8卦新聞啦","中共 唔好理 貪污 醜聞 啦 睇吓 卦 新聞 啦 三毛 唔好理 行動 啦 睇吓 卦 新聞 啦",1,18,5,0.277777777777778,1
"318","Q385","最弊黃帶唔信，只以為美國多麼正義，亦以為民主解決一切…總之有冇WW3，香港都玩完了。","最弊 黃帶 唔信 只 以為 美國 多麼 正義 亦 以為 民主 解決 一切 總之 有冇 香港 都 玩完了",0,16,9,0.5625,0
"319","Q386","林大狀講得啱，好多香港人贏咗就張顯法治，輸咗就話法治已死，輸打蠃要。","林 大狀 講得啱 好多 香港人 贏咗 就 張顯 法治 輸咗 就話 法治 已死 輸打蠃要",0,17,6,0.352941176470588,0
"320","Q387","咁開心咁高興，唔好比佢停，一於繼續煮飯仔抗爭！和你飛曱甴回巢與理大共存亡。","咁開心 咁 高興 唔好 比佢 停 一於 繼續 煮飯仔 抗爭 和 你 飛 曱甴 回巢 與 理大 共存亡",1,17,9,0.529411764705882,1
"321","Q388","警隊近排大多負面新聞, 為左趕住領功, 最後搞到誠信破產... ;P","警隊 近排 大多 負面 新聞 為左 趕住 領功 最後 搞到 誠信 破產",0,15,0,0,0
"322","Q389","本人IVE學生 ,徵Model練習人像攝影..有興趣ADD  攝影師人數 : 1~3Detail :1)男女皆可,12~18 2)唔可以遲大到3)可帶FD4)唔一定要化妝p.s 睇相請先ADD MSN","本人 學生 徵 練習 人像 攝影 有興趣 攝影師 人數 男女 皆可 唔可以 遲大到 可 帶 唔一定 要 化妝 睇相 請 先",0,18,3,0.166666666666667,0
"323","Q39","中國派個殺手去台灣買起肥蓬...完事後再飛去香港... 無罪之餘睇下台灣會有咩反應!??:51 AM 編輯 [/i]]","中國 派個 殺手 去 台灣 買起 肥 蓬 完 事後 再 飛去 香港 無罪 之餘 睇下 台灣 會 有咩 反應 編輯",1,15,7,0.466666666666667,1
"324","Q390","啲曱甴真係連畜牲都不如，根本就係畜意謀殺，連登班垃圾仲竟然話阿叔係自焚，又話係天氣乾燥云云，簡直可恥至極......:@ :@ :@","啲 曱甴 真係 連 畜牲 都 不如 根本 就係 畜意 謀殺 連登 班 垃圾 仲 竟然 話 阿叔 係 自焚 又 話係 天氣 乾燥 云云 簡直 可恥 至極",1,17,12,0.705882352941177,1
"325","Q391","成班五毛pr叫人轉投china joe，完全當侵侵無道，用完即棄","成 班五毛 叫人 轉投 完全 當 侵侵 無 道 用完即棄",1,18,9,0.5,1
"326","Q392","連登都親民主黨啦，你試吓出帖鬧民主黨，即時就會有班民主黨打手出嚟label你五毛分化撚。","連登 都 親 民主黨 啦 你 試吓 出帖 鬧 民主黨 即時 就 會有 班 民主黨 打手 出嚟 你 五毛 分化 撚",1,16,5,0.3125,1
"327","Q393","╴個尊仰唯一神的耶教教徙收集「異教徒」摸拜的「偶像」古董在家來幹甚麽？","個 尊 仰 唯一 神 的 耶教 教徙 收集 異 教徒 摸 拜 的 偶像 古董 在家 來 幹 甚麽",0,17,5,0.294117647058824,0
"328","Q394","唔駛賤價賣比微軟，年青一代好反叛，越禁就越玩，個班老，右，白，男政棍OUT晒，幫人做宣傳，禁完之後用戶仲多左，可以同美國政府玩司法覆核！玩死傻普。","唔駛 賤價 賣比 微軟 年青 一代 好 反叛 越 禁 就 越 玩 個班 老 右 白 男 政棍 晒 幫人 做 宣傳 禁 完 之後 用戶 仲 多左 可以 同 美國 政府 玩 司法覆核 玩死 傻 普",1,15,7,0.466666666666667,1
"329","Q395","行政長官舉行記者會　行政長官林鄭月娥今日（一月二十五日）下午四時三十分在香港添馬添美道二號政府總部地下演講廳舉行記者會。","行政長官 舉行 記者會   行政長官 林鄭月娥 今日 一月 二十五 日 下午 四 時 三 十分 在 香港 添 馬 添美道 二 號 政府總部 地下 演講廳 舉行 記者會",0,17,4,0.235294117647059,0
"330","Q396","管理處d 經理其實一定知！只係傳媒丫曲事實，等市民阻攔警察拉人！呢壇野罷明係管理處寧願得罪警方，都唔敢得罪暴徒！阻差辦公，都係罰錢之麻，幾個人埋單都係幾萬！得罪暴徒，成個商場被裝修，埋單邊止","管理處 經理 其實 一定 知 只係 傳媒 丫 曲 事實 等 市民 阻攔 警察 拉人 呢壇 野 罷 明 係 管理處 寧願 得罪 警方 都 唔敢 得罪 暴徒 阻差辦公 都係 罰錢 之 麻 幾 個人 埋單 都係 幾萬 得罪 暴徒 成個 商場 被 裝修 埋 單邊 止",1,17,7,0.411764705882353,1
"331","Q397","我相信好多人都有人格分裂, 開咗幾個email投咗幾次票自己都唔知","我 相信 好多人 都有 人格分裂 開咗 幾個 投咗 幾次 票 自己 都 唔知",0,17,6,0.352941176470588,0
"332","Q398","暴民學棍佔據霸佔道路通道, 阻礙營商及市民正常生活, 想唔比市民臭罵及掃場都難喇... 呢班無恥路霸, 真係偽民主真霸道了... :","暴民 學棍 佔據 霸佔 道路 通道 阻礙 營商 及 市民 正常 生活 想 唔比 市民 臭 罵 及 掃 場 都難 喇 呢班 無恥 路霸 真係 偽民主 真 霸道 了",1,15,8,0.533333333333333,1
